user_id,song_id,play_count
10,296,1
10,297,1
10,298,1
10,299,2
10,300,3
10,301,2
10,302,1
10,303,1
10,192,1
10,193,1
10,304,1
10,305,1
10,306,1
10,307,2
10,308,2
10,309,1
10,310,1
10,311,1
10,312,3
10,313,1
10,314,4
10,315,2
10,316,2
10,317,2
10,318,1
10,319,2
10,320,1
10,321,3
10,322,1
10,323,1
10,324,1
10,325,1
10,326,1
10,327,3
10,328,1
10,329,1
10,330,1
10,331,2
10,332,1
10,333,1
10,334,1
10,335,1
10,336,2
10,337,1
10,338,1
10,339,1
10,340,3
10,341,3
10,342,2
10,343,1
10,344,1
10,345,1
10,346,1
10,347,1
10,348,1
10,349,1
10,350,2
10,351,1
10,352,1
10,353,1
10,354,1
10,355,1
10,356,1
10,357,3
10,358,1
10,359,1
10,360,2
10,100,1
10,361,1
10,362,1
10,363,1
10,364,2
10,365,2
10,366,2
11,367,1
11,368,1
11,369,2
11,370,1
11,371,1
11,372,1
11,373,1
11,374,1
11,375,1
11,376,1
11,377,1
11,378,2
11,379,1
11,380,1
11,381,1
11,382,5
11,383,5
11,384,2
11,385,2
11,386,1
11,387,1
11,388,1
11,389,1
11,390,2
11,391,1
11,392,1
11,393,5
11,394,2
11,395,1
11,396,1
11,397,2
11,398,1
11,399,1
11,400,1
11,401,1
11,402,1
11,403,1
11,404,1
11,405,1
11,406,1
11,407,1
11,408,1
11,409,1
11,410,1
11,411,1
11,412,1
11,413,1
11,414,1
11,415,1
11,416,1
11,417,1
11,418,1
11,419,5
11,420,1
11,421,1
11,422,1
11,423,2
11,424,5
11,425,1
11,426,1
11,427,1
11,428,1
11,429,2
11,430,1
11,431,1
11,432,1
11,433,2
11,434,1
11,435,1
11,436,1
11,437,1
11,438,5
11,439,1
11,440,1
11,441,5
11,442,1
11,443,1
11,444,1
11,445,1
11,446,1
11,447,1
11,448,2
11,449,1
11,450,1
11,451,1
11,452,1
11,453,1
11,454,1
11,455,1
11,456,1
11,457,1
11,458,5
11,459,1
11,460,1
11,461,1
11,462,1
11,463,1
11,464,1
11,465,2
11,466,5
11,467,1
11,468,2
11,469,5
11,470,5
11,471,2
11,472,1
11,473,2
11,474,1
11,475,1
11,476,1
11,477,2
11,478,1
11,479,1
11,480,1
11,481,1
11,482,5
11,483,2
11,484,1
11,485,1
11,486,1
11,487,1
11,488,1
11,489,2
11,490,1
11,491,1
11,492,2
11,493,1
11,494,2
11,495,2
11,496,2
11,497,1
11,498,2
11,499,1
11,500,1
11,501,1
11,502,1
11,503,1
12,504,12
12,258,1
12,505,1
12,506,1
12,507,7
12,207,26
12,154,7
12,508,5
12,509,1
12,510,8
12,210,8
12,511,4
12,512,1
12,513,1
12,514,6
12,515,7
12,516,7
12,517,6
12,518,7
12,519,6
12,520,5
12,521,1
12,522,7
12,523,4
12,524,2
12,218,7
12,525,8
12,526,8
12,527,1
12,528,9
12,529,7
12,219,7
12,530,6
12,531,6
12,532,9
12,533,2
12,534,14
12,535,8
12,536,6
12,537,1
12,538,1
12,539,6
12,540,2
12,541,23
12,224,8
12,542,7
12,543,7
12,544,1
12,174,6
12,545,3
12,546,3
12,547,4
12,548,6
12,549,1
12,229,3
12,230,3
12,550,18
12,551,6
12,552,7
12,553,6
12,554,1
12,555,8
12,556,4
12,557,1
13,558,11
13,559,12
13,258,1
13,560,3
13,561,1
13,562,1
13,563,2
13,564,1
13,565,2
13,566,20
13,567,1
13,568,1
13,569,7
13,570,2
13,571,1
13,264,1
13,232,2
13,572,1
13,573,11
13,574,2
13,575,1
13,576,3
13,266,2
13,577,1
13,578,1
13,579,2
13,269,5
13,580,2
13,581,1
13,582,3
13,583,2
13,377,1
13,584,1
13,585,4
13,586,3
13,587,4
13,588,1
13,589,2
13,590,1
13,591,15
13,592,2
13,593,11
13,594,2
13,595,1
13,596,2
13,233,2
13,597,1
13,598,2
13,599,3
13,600,4
13,601,1
13,602,5
13,603,1
13,234,2
13,604,1
13,605,1
13,606,9
13,607,2
13,608,2
13,609,6
13,610,1
13,611,3
13,612,3
13,613,1
13,614,2
13,615,1
13,616,5
13,617,11
13,618,4
13,619,1
13,620,6
13,621,1
13,622,5
13,623,1
13,624,3
13,625,1
13,626,2
13,627,1
13,628,3
13,629,3
13,630,1
13,631,1
13,188,6
13,632,2
13,633,7
13,634,1
13,635,6
13,636,3
13,637,4
13,638,1
13,235,2
13,639,5
13,640,1
13,641,6
13,642,1
13,643,2
13,644,1
13,645,17
13,646,2
13,647,1
13,648,1
13,649,2
13,650,1
13,651,5
13,652,1
13,653,3
13,654,1
13,655,1
13,656,1
13,657,1
13,658,4
13,659,1
13,660,1
13,661,2
13,662,4
13,663,2
13,664,8
13,665,1
13,666,6
13,667,1
13,668,12
13,669,3
13,670,1
13,671,8
13,672,2
13,673,1
13,290,2
13,291,1
13,674,2
13,675,1
13,676,2
13,677,11
13,678,1
13,679,2
13,680,1
13,681,1
13,682,10
13,236,2
13,683,1
13,684,13
13,685,5
13,686,6
13,687,2
13,299,1
13,688,3
13,689,1
13,690,2
13,691,1
13,692,1
13,693,1
13,694,3
13,249,5
13,695,1
13,696,1
13,697,2
13,698,1
13,699,1
13,700,8
13,701,4
13,702,11
13,703,6
13,704,8
13,705,1
13,706,6
13,707,1
13,708,1
13,709,1
13,710,1
13,711,1
13,712,1
13,713,1
13,714,1
13,715,1
13,716,1
13,717,1
13,237,2
13,718,1
13,719,6
13,720,1
13,721,7
13,722,1
13,723,1
13,724,2
13,725,4
13,726,2
13,727,2
13,728,18
13,729,1
13,730,12
13,731,1
13,732,1
13,733,2
13,734,3
13,735,2
13,736,1
13,737,2
13,738,3
13,739,2
13,307,2
13,308,2
13,740,3
13,741,1
13,742,1
13,743,2
13,744,1
13,745,1
13,746,1
13,747,1
13,748,2
13,749,5
13,750,1
13,751,1
13,752,1
13,753,1
13,754,1
13,755,2
13,756,2
13,757,5
13,758,4
13,759,2
13,760,1
13,761,1
13,762,1
13,238,2
13,763,1
13,764,6
13,765,1
13,766,1
13,767,1
13,768,1
13,769,28
13,770,2
13,771,3
13,772,1
13,773,9
13,774,5
13,775,3
13,776,2
13,777,11
13,778,3
13,779,5
13,780,5
13,781,1
13,319,1
13,782,3
13,783,2
13,784,1
13,785,17
13,786,2
13,787,1
13,788,1
13,789,2
13,790,1
13,791,1
13,792,1
13,793,1
13,794,1
13,795,2
13,796,4
13,797,10
13,798,2
13,239,2
13,799,2
13,800,2
13,801,1
13,802,6
13,803,2
13,804,1
13,805,1
13,325,7
13,806,1
13,807,4
13,808,1
13,809,1
13,810,4
13,811,5
13,812,2
13,813,1
13,814,3
13,815,2
13,816,4
13,132,13
13,817,1
13,818,2
13,819,12
13,240,2
13,241,2
13,820,3
13,821,1
13,822,1
13,823,3
13,824,1
13,825,3
13,826,2
13,827,9
13,828,11
13,829,2
13,830,3
13,831,2
13,832,5
13,833,1
13,834,2
13,327,1
13,835,1
13,836,1
13,837,18
13,838,1
13,839,1
13,840,2
13,841,2
13,842,3
13,843,1
13,844,1
13,845,1
13,846,1
13,847,2
13,848,2
13,849,2
13,850,6
13,851,3
13,852,5
13,853,4
13,854,8
13,855,2
13,856,1
13,857,1
13,858,1
13,859,1
13,860,4
13,861,3
13,862,1
13,863,1
13,864,4
13,865,1
13,866,2
13,867,5
13,868,1
13,869,1
13,870,1
13,871,2
13,872,1
13,873,1
13,874,1
13,134,12
13,875,2
13,876,1
13,877,2
13,878,2
13,879,5
13,880,1
13,881,14
13,882,1
13,883,6
13,884,1
13,338,6
13,885,2
13,886,4
13,340,1
13,887,2
13,888,15
13,889,1
13,890,2
13,891,4
13,892,1
13,893,3
13,894,2
13,895,1
13,896,1
13,242,2
13,897,1
13,898,1
13,899,4
13,900,2
13,901,2
13,902,1
13,903,1
13,904,1
13,905,1
13,906,1
13,907,1
13,908,3
13,909,5
13,910,4
13,149,19
13,911,4
13,912,2
13,913,1
13,348,1
13,914,1
13,915,8
13,916,1
13,917,2
13,918,1
13,351,2
13,919,1
13,920,5
13,921,1
13,922,4
13,923,2
13,924,2
13,136,11
13,925,1
13,353,3
13,926,2
13,927,6
13,928,8
13,929,1
13,930,1
13,931,3
13,932,7
13,933,6
13,934,1
13,935,2
13,936,3
13,937,2
13,938,1
13,939,1
13,940,1
13,941,2
13,942,8
13,943,1
13,944,7
13,357,1
13,178,3
13,945,3
13,946,2
13,947,1
13,948,1
13,949,2
13,950,2
13,951,2
13,952,1
13,953,1
13,954,1
13,955,1
13,956,1
13,957,16
13,958,1
13,959,5
13,960,1
13,961,5
13,962,4
13,963,3
13,964,1
13,965,1
13,966,2
13,967,1
13,243,2
13,968,1
13,969,5
13,970,2
13,365,3
13,971,2
13,972,2
13,973,1
13,366,2
13,974,1
13,975,2
13,976,1
13,977,1
13,978,6
13,979,9
13,980,6
13,981,2
13,982,1
13,983,2
13,984,2
13,985,16
13,986,1
14,987,1
14,988,1
14,989,1
14,990,2
14,991,1
14,992,1
14,993,1
14,994,1
14,995,1
14,996,1
14,997,1
14,998,1
14,999,1
14,1000,1
14,1001,1
15,1002,1
15,1003,4
15,1004,3
15,1005,5
15,1006,1
15,1007,2
15,1008,1
15,1009,2
15,1010,2
15,1011,3
15,1012,1
15,1013,6
15,1014,1
15,1015,1
15,1016,1
15,1017,1
15,1018,2
15,1019,1
15,1020,1
16,1021,1
16,24,1
16,1022,1
16,1023,1
16,1024,5
16,1025,1
16,1026,2
16,1027,6
16,1028,1
16,1029,1
16,1030,1
16,1031,1
17,1032,1
17,1033,1
17,1034,2
17,1035,1
17,1036,3
17,1037,1
17,1038,1
17,1039,1
17,1040,5
17,1041,1
17,1042,1
17,1043,1
17,1044,1
17,1045,1
17,1046,1
17,1047,1
17,1048,1
17,1049,1
17,1050,1
17,1051,1
17,1052,1
17,1053,2
17,1054,1
17,1055,1
17,1056,5
17,1057,18
17,1058,18
17,1059,2
17,1060,4
17,1061,1
17,1062,1
17,1063,1
17,1064,1
17,1065,1
17,1066,2
17,1067,1
17,1068,1
17,1069,5
17,1070,1
17,1071,1
17,1072,1
17,1073,1
17,1074,1
17,1075,1
17,1076,1
17,1077,1
17,1078,10
17,1079,1
17,1080,1
17,1081,1
17,1082,1
17,1083,1
17,1084,2
17,1085,1
17,1086,1
17,1087,1
17,1088,3
17,400,1
17,1089,1
17,1090,9
17,1091,1
17,1092,1
17,1093,5
17,1094,1
17,1095,1
17,1096,3
17,1097,1
17,1098,5
17,1099,1
17,1100,1
17,1101,1
17,1102,1
17,1103,2
17,1104,1
17,1105,1
17,1106,1
17,413,1
17,669,1
17,1107,1
17,1108,5
17,1109,1
17,1110,1
17,1111,3
17,1112,1
17,1113,1
17,1114,1
17,1115,1
17,1116,1
17,1117,5
17,1118,1
17,1119,1
17,1120,1
17,1121,2
17,1122,4
17,1123,10
17,1124,1
17,1125,1
17,1126,1
17,1127,1
17,1128,1
17,1129,1
17,1130,1
17,1131,1
17,1132,1
17,1133,1
17,1134,1
17,1135,5
17,1136,1
17,1137,3
17,1138,1
17,1139,12
17,1140,1
17,1141,2
17,1142,1
17,1143,2
17,1144,7
17,1145,1
17,1146,1
17,1147,1
17,1148,1
17,1149,1
17,1150,2
17,1151,1
17,1152,1
17,1153,1
17,1154,1
17,1155,2
17,1156,1
17,1157,2
17,1158,1
17,1159,1
17,1160,1
17,1161,1
17,1162,2
17,1163,1
17,1164,1
17,166,6
17,1165,2
17,1166,1
17,1167,1
17,1168,5
17,1169,2
17,1170,1
17,1171,1
17,1172,1
17,1173,1
17,1174,1
17,1175,1
17,1176,1
17,1177,1
17,1178,1
17,1179,1
17,1180,1
17,1181,1
17,1182,1
17,1183,1
17,1184,1
17,1185,2
17,1186,1
17,1187,1
17,1188,3
17,1189,6
17,1190,2
17,1191,1
17,1192,1
17,1193,7
17,1194,2
17,1195,1
17,79,1
17,1196,1
17,1197,1
17,1198,1
17,1199,1
17,1200,2
17,1201,1
17,1202,5
17,1203,1
17,1204,1
17,1205,1
17,1206,6
17,1207,1
17,1208,1
17,1209,1
17,1210,1
17,1211,1
17,1212,1
17,1213,1
17,1214,3
17,1215,5
17,1216,1
17,1217,1
17,1218,1
17,1219,1
17,1220,1
17,1221,3
17,1222,1
17,1223,7
17,1224,1
17,1225,5
17,1226,1
17,1227,1
17,1228,1
17,1229,1
17,1230,1
17,1231,1
17,1232,1
17,1233,6
17,1234,1
17,1235,2
17,1236,1
17,1237,1
17,1238,1
17,1239,2
17,1240,1
17,1241,2
17,1242,5
17,497,1
17,1243,1
17,1244,1
17,1245,1
17,1246,1
17,1247,1
17,1248,1
17,1249,1
17,1250,1
17,1251,1
18,1252,1
18,505,1
18,507,1
18,376,1
18,1253,1
18,1254,1
18,511,1
18,514,1
18,1255,1
18,1256,1
18,1257,1
18,517,1
18,1258,1
18,521,1
18,523,1
18,1259,1
18,1260,1
18,1164,1
18,219,1
18,1261,1
18,1262,1
18,1263,1
18,1264,1
18,1265,2
18,1266,1
18,1202,1
18,480,1
18,1267,1
18,1268,2
18,1269,1
18,1270,1
18,1271,1
19,1272,18
19,1273,3
19,1274,4
19,1275,26
19,1276,2
19,1277,16
19,1278,1
19,1279,12
19,1280,2
19,1281,19
19,1282,2
20,505,1
20,1283,1
20,1284,1
20,1285,1
20,1286,1
20,1287,1
20,205,4
20,1288,1
20,1289,6
20,507,1
20,1290,1
20,376,1
20,1291,1
20,1253,1
20,1292,1
20,1293,1
20,234,2
20,1294,1
20,185,5
20,186,5
20,1295,1
20,1296,1
20,1297,1
20,1298,1
20,1299,1
20,1300,1
20,1301,1
20,395,1
20,1302,1
20,1303,1
20,1304,1
20,1305,1
20,1306,3
20,1307,1
20,1308,1
20,1309,1
20,515,2
20,24,2
20,1310,1
20,1311,1
20,1312,1
20,1313,1
20,1257,1
20,1314,1
20,1315,1
20,1316,1
20,1317,1
20,1318,1
20,680,1
20,1319,1
20,1320,1
20,1321,1
20,1322,1
20,1323,1
20,1324,1
20,1325,1
20,429,1
20,1326,1
20,1327,1
20,1328,1
20,521,1
20,1329,1
20,1330,1
20,237,2
20,1331,1
20,1332,1
20,1333,1
20,218,2
20,1334,1
20,1335,1
20,525,1
20,526,1
20,1336,1
20,1337,4
20,1338,1
20,1339,1
20,1340,1
20,1341,1
20,1342,1
20,1343,1
20,1344,1
20,1345,5
20,1164,4
20,1346,1
20,316,1
20,317,1
20,1347,1
20,1348,1
20,1349,1
20,1350,1
20,1351,1
20,1352,1
20,1353,1
20,1354,1
20,1261,1
20,1263,1
20,1355,1
20,1356,2
20,1357,1
20,1358,1
20,1359,1
20,1360,2
20,1361,1
20,1362,1
20,1363,14
20,1364,1
20,1365,5
20,1366,1
20,1367,1
20,1368,1
20,1369,1
20,1370,1
20,223,2
20,1371,1
20,1372,1
20,1373,1
20,1266,1
20,1374,1
20,1375,1
20,1376,1
20,1202,3
20,224,1
20,542,1
20,543,1
20,1377,1
20,1378,4
20,1379,1
20,174,1
20,1380,1
20,1381,1
20,902,1
20,903,1
20,226,1
20,1382,1
20,1383,1
20,1384,1
20,1385,1
20,1386,2
20,1387,2
20,1388,1
20,229,3
20,230,3
20,1389,1
20,1390,1
20,926,2
20,1391,1
20,1392,5
20,1267,3
20,1393,1
20,1394,1
20,1395,1
20,1396,1
20,1397,1
20,1268,3
20,1398,1
20,1399,1
20,1400,1
20,1401,7
20,1271,1
20,1402,1
20,1403,1
20,1404,1
20,1405,1
20,243,1
20,1406,1
20,968,1
20,1407,1
21,1408,7
21,1409,1
21,1410,1
21,204,23
21,207,8
21,1411,1
21,211,1
21,1412,1
21,1413,2
21,1414,15
21,24,2
21,1415,1
21,1416,1
21,1417,1
21,1418,1
21,1419,1
21,1420,1
21,1421,1
21,1422,5
21,1423,1
21,1424,1
21,1425,5
21,219,2
21,1426,1
21,223,11
21,1427,3
21,1428,1
21,229,1
21,230,1
21,1429,2
21,1430,1
21,1431,3
21,1432,1
21,1433,1
22,1434,2
22,1435,1
22,1436,1
22,1437,1
22,1438,1
22,1439,1
22,1440,1
22,542,1
22,543,1
22,1441,17
22,1442,2
23,1443,5
23,1444,1
23,1445,1
23,1446,2
23,1447,1
23,1448,1
23,1449,1
23,1450,6
23,1451,5
23,1452,1
23,1453,5
23,1454,1
23,1455,1
23,1456,1
23,1457,1
23,1458,1
23,1459,5
23,1460,1
23,1461,1
23,1462,1
23,1463,1
23,1464,2
23,1465,2
23,1466,2
23,1467,1
23,356,1
23,1468,2
23,1469,1
23,1470,2
23,1471,1
23,1472,1
24,1473,2
24,1474,1
24,1475,5
24,1476,2
24,1477,11
24,1478,1
24,1479,1
24,1480,4
24,1481,4
24,1482,1
24,1483,3
24,1484,1
24,1485,8
24,1486,2
24,1487,2
24,1488,2
24,1489,5
24,1490,1
24,1491,5
24,1492,10
24,1493,2
24,1494,2
24,1495,2
24,1496,1
24,1497,5
24,1498,2
24,1499,1
24,1500,5
24,1501,1
24,1502,2
24,1503,2
24,1504,2
24,1505,8
24,1506,1
24,225,6
24,1507,1
24,1508,9
24,1509,4
24,1510,2
25,1511,1
25,1512,5
25,1513,3
25,1514,5
25,1515,11
25,1516,5
25,1517,4
25,1518,1
25,1519,4
25,1520,5
25,1521,5
25,1522,5
25,1523,8
25,1524,3
25,1525,5
25,1526,4
25,1527,2
25,1528,6
25,1529,1
25,1530,5
25,1531,6
25,1532,5
25,1533,5
25,1534,6
25,1535,4
25,1536,6
26,1537,1
26,1538,4
26,1539,1
26,1540,3
26,1541,1
26,1542,1
26,1543,1
26,1544,1
26,1545,2
26,1546,1
26,1547,1
26,1548,1
26,1549,1
26,1550,3
26,1551,1
26,1552,1
26,1553,2
26,1554,6
26,1555,1
26,1556,1
26,1557,1
26,1558,1
26,1559,1
26,1560,1
26,1561,1
26,1562,5
26,1563,17
26,1564,1
26,1565,3
26,1566,1
26,1567,1
26,1568,1
26,1569,3
26,1570,3
26,1571,8
26,1572,3
26,1573,1
26,1574,1
26,1575,1
26,1576,1
26,1577,1
26,1578,1
26,1579,1
26,1580,2
26,1581,1
26,1582,1
26,1583,1
26,1584,1
26,1585,1
26,1586,2
26,1587,2
26,1588,1
26,1589,1
26,1590,1
26,1591,1
26,1592,1
26,1593,1
26,1594,2
26,1595,1
26,1596,7
26,1597,1
26,1598,1
26,1599,5
26,1600,1
26,1601,1
26,1602,1
26,1603,3
26,1604,1
26,1605,1
26,1606,1
27,1607,1
27,1608,5
27,1609,2
27,1610,1
27,1611,5
27,1612,1
27,1613,1
27,1614,1
27,1615,5
27,1616,1
27,1617,2
27,1618,1
27,1619,1
27,1620,1
27,1621,1
27,1622,1
27,1623,1
27,1624,1
27,1625,1
27,1626,1
27,1627,5
27,1628,1
27,1629,3
27,1630,1
27,1631,2
27,1632,5
27,1633,5
27,1634,5
27,1635,1
27,1636,1
27,1637,1
27,1638,1
27,1639,1
27,1640,2
27,1641,1
27,1642,1
27,1643,1
27,1644,1
27,1645,1
27,1646,5
27,1647,1
27,1648,2
27,1649,1
27,1650,1
27,1651,1
27,1652,1
27,1653,1
27,1654,2
27,1655,5
27,1656,1
27,1657,1
27,1658,1
27,1659,5
27,856,2
27,1660,1
27,1661,5
27,1662,1
27,1663,1
27,1664,1
27,1665,1
27,1666,1
27,1667,2
27,1668,2
27,1669,1
27,1670,1
27,1671,1
27,1672,1
27,1673,1
27,1674,1
27,1675,1
27,1676,1
27,1677,1
27,1678,1
27,1679,1
27,1680,5
27,1681,1
27,1682,1
28,1683,1
28,1684,1
28,1685,1
28,1686,1
28,1687,1
28,1688,1
28,1689,1
28,1690,1
28,1691,1
28,1692,1
28,1693,1
28,1407,1
29,1694,1
29,1695,1
29,1696,1
29,1697,2
29,1698,1
29,1699,1
29,1700,1
29,1701,1
29,1702,1
29,1703,1
29,1704,1
29,1705,1
29,1706,1
29,1707,1
29,1708,2
29,1709,1
30,1710,1
30,1711,3
30,1712,2
30,1713,1
30,14,4
30,1714,2
30,1715,1
30,1716,2
30,1717,2
30,1122,1
30,1718,1
30,1719,1
30,1720,1
30,1721,2
30,1722,1
30,1723,2
30,1724,2
30,1725,2
30,536,1
30,1726,2
30,1727,1
30,1728,1
30,1729,3
30,1730,1
30,1398,1
31,368,1
31,1731,3
31,258,3
31,1732,1
31,1733,1
31,505,3
31,1734,2
31,1735,2
31,205,7
31,1736,5
31,1737,3
31,1738,1
31,1739,1
31,507,3
31,1740,2
31,1741,2
31,1742,9
31,1743,7
31,376,3
31,1475,1
31,1744,2
31,1253,6
31,234,6
31,1745,3
31,1294,4
31,1746,6
31,510,5
31,1747,3
31,185,4
31,186,4
31,210,7
31,1296,2
31,511,3
31,1748,3
31,1714,3
31,1478,3
31,1479,3
31,1749,6
31,514,3
31,1255,1
31,1750,4
31,1751,3
31,1752,5
31,1753,8
31,515,3
31,24,7
31,1754,2
31,1755,7
31,1756,3
31,1757,3
31,1758,3
31,1759,3
31,1257,3
31,517,3
31,1760,5
31,1761,4
31,1762,2
31,1763,5
31,1764,3
31,1765,1
31,1766,3
31,1767,3
31,1768,3
31,1769,2
31,1770,1
31,519,3
31,1419,3
31,1420,3
31,1771,1
31,1772,7
31,521,3
31,237,7
31,1773,3
31,192,3
31,193,3
31,1774,8
31,1775,1
31,1776,1
31,1777,1
31,523,3
31,1259,1
31,1778,5
31,218,4
31,1779,3
31,1490,3
31,250,3
31,1424,3
31,1780,3
31,1491,1
31,1781,1
31,1782,7
31,1723,3
31,1260,3
31,1783,3
31,1784,3
31,1785,3
31,454,1
31,1164,3
31,529,3
31,219,17
31,1786,5
31,1787,7
31,530,3
31,1788,4
31,1789,4
31,1790,1
31,1261,3
31,1791,5
31,1792,2
31,1793,6
31,1262,3
31,1263,5
31,1794,1
31,535,7
31,1795,6
31,240,6
31,241,6
31,1796,1
31,1797,7
31,1726,2
31,1798,3
31,1799,8
31,1357,2
31,1264,2
31,1800,5
31,1801,4
31,75,3
31,1365,3
31,1802,2
31,1803,2
31,1804,4
31,1805,3
31,877,3
31,1265,6
31,1806,3
31,1807,2
31,1808,1
31,1266,2
31,1809,1
31,1202,3
31,224,7
31,542,10
31,543,10
31,174,3
31,345,1
31,1810,6
31,242,1
31,545,3
31,546,3
31,1381,2
31,225,3
31,1811,3
31,226,3
31,1812,1
31,907,3
31,919,2
31,1387,1
31,1813,3
31,229,4
31,230,4
31,926,6
31,201,3
31,1508,3
31,1267,3
31,1393,1
31,1814,3
31,1815,7
31,1816,3
31,553,3
31,1268,3
31,1817,11
31,1398,3
31,1269,3
31,1818,2
31,1270,3
31,1819,1
31,1820,6
31,1271,2
31,1821,7
31,1822,7
31,1823,2
31,1824,3
31,557,3
32,1825,2
32,1826,1
32,1827,16
32,277,2
32,1828,4
32,1829,1
32,1830,3
32,1831,1
32,1832,1
32,192,3
32,193,3
32,1833,1
32,310,3
32,1788,1
32,1789,1
32,1834,3
32,1835,5
32,329,2
32,1836,1
32,1837,2
32,1838,2
32,1839,5
32,1840,4
32,334,2
32,1841,2
32,339,3
32,1842,10
32,1843,1
32,1844,1
32,1845,2
32,1846,5
32,1847,1
32,1848,4
32,1849,1
33,204,6
33,1850,1
33,207,2
33,1851,2
33,1852,1
33,1853,1
33,1854,1
33,1096,1
33,1855,3
33,1856,17
33,427,11
33,1857,10
33,1858,1
33,311,1
33,1859,6
33,1860,8
33,1861,3
33,1862,3
33,1863,5
33,223,7
33,881,1
33,1864,1
33,544,1
33,1865,6
33,227,7
33,1866,1
33,1867,1
33,200,1
33,1868,1
33,1709,1
33,1869,1
34,1870,2
34,1871,1
34,1872,2
34,1873,1
34,1874,1
34,1875,3
34,1876,2
34,1877,2
34,1878,2
34,1879,1
34,1880,1
34,1881,4
34,1882,1
34,1883,1
34,1884,1
34,1885,1
34,1886,1
34,911,1
34,1887,1
35,1731,3
35,1888,14
35,1889,14
35,1890,1
35,1891,4
35,1892,1
35,1893,1
35,1894,1
35,1895,2
35,1896,1
35,1897,3
35,1898,1
35,1899,2
35,1900,2
35,1901,1
35,1902,9
35,1903,1
35,1904,1
35,1905,2
35,1906,2
35,210,5
35,1907,1
35,1908,3
35,1909,1
35,1910,1
35,1911,1
35,1912,2
35,1913,1
35,1914,1
35,1915,1
35,1916,2
35,1917,2
35,1918,3
35,1919,2
35,1920,3
